,domain,ranking,isIp,valid,activeDuration,urlLen,is@,isredirect,haveDash,domainLen,nosOfSubdomain,label
1733,cordobmaq.com.br/cache/,10000000,0,1,7305,23,0,0,0,16,2,1
44075,daleks.su/apps/shop16/images/paypal.com/webscr.htm,10000000,0,0,0,50,0,0,0,9,1,1
44277,poweredsteam.h19.ru/,170032,0,1,5844,20,0,0,0,19,2,1
26342,djdeadserious.info/blog/wp-include/Remax/index.htm,10000000,0,0,0,50,0,0,0,18,1,1
24766,contajusta.com.br/old_aol.1.3/?amp;amp;LigertID=1993745&amp;amp;amp;Lis=10&amp;amp;amp;us=1&amp;Login=,10000000,0,1,5844,102,0,0,0,17,2,1
61971,www.info.fundp.ac.be/~jbl/IFIP/cadresIFIP.html,73957,0,0,0,46,0,0,0,20,4,0
89449,gallium.prg.dtu.dk/misc/sid_vs_emu/,69363,0,0,0,35,0,0,0,18,3,0
9867,www.estealth.org/wp-includes/css/admin../remax.com.html,10000000,0,0,0,55,0,0,0,16,2,1
31495,sambiesta.com/Administrator/743f6be53ed623f7bdb65e3ebb5b2ffd/login.php,10000000,0,1,4749,70,0,0,0,13,1,1
56314,www.cumbria-industries.org.uk/rusland.htm,10000000,0,0,0,41,0,0,1,29,3,0
668,paypal.com.us.cgi.bin.webscr.cmd.login-submit.dispatch.5885d80a13c0db1f8e263663d3faee8d7283e7f0184a5674430.f290db9.e9c846.588412.bandarepudio.com.br/rex/secure-code3/security/login.php,10000000,0,0,0,184,0,0,1,148,15,1
66204,tools.ietf.org/html/rfc104,14969,0,1,9133,26,0,0,0,14,2,0
7662,aasap-esap.org/templates/beez/PayPal.it/login/security/confirmation4548684645384534/it/Processing.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365543cc9f0e192aa19ca95d98d11b23cee543cc9f0e192aa19ca95d98d1,10000000,0,0,0,248,0,0,1,14,1,1
83158,search.cpan.org/dist/CGI-Wiki/,12749,0,1,8034,30,0,0,0,15,2,0
94492,www.angelfire.com/ok3/markdoc/,2547,0,1,8035,30,0,0,0,17,2,0
90751,chapters.usgo.org/wmgc/,10000000,0,1,9498,23,0,0,0,17,2,0
21930,www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=nubsyimus.battle.net/d3/en/index,10000000,0,1,5113,89,0,0,0,15,2,1
63486,en.wikipedia.org/wiki/Robert_Metcalfe,6,0,1,8035,37,0,0,0,16,2,0
22566,20sd21sld23.blogspot.de/,567,0,0,0,24,0,0,0,23,2,1
86435,www-01.ibm.com/software/,576,0,1,12419,24,0,0,1,14,2,0
77403,www.esselbach.com/page.php?id=5,10000000,0,1,6575,31,0,0,0,17,2,0
31696,essencedusoi.com/SothebyRealty/eng.html,10000000,0,1,3288,39,0,0,0,16,1,1
69899,www.ibm.com/developerworks/web/library/wa-seo2/,576,0,1,12419,47,0,0,0,11,2,0
122,artofrodnymella.com/soc/userinfo/,10000000,0,0,0,33,0,0,0,19,1,1
57034,www.epa.gov/dfe/pubs/garment/ctsa/docs/front.pdf,6751,0,0,0,48,0,0,0,11,2,0
1393,cheapesthehotel.com/images/,10000000,0,0,0,27,0,0,0,19,1,1
1441,krotzons.com/pCntrlde/webscr.php?cmd_=session.start&sdr01=am9iYWJlcm5lckB0LW9ubGluZS5kZQ=Message-ID:,10000000,0,0,0,100,0,0,0,12,1,1
36578,mail.onlinecasinojoy.com/~tracbcom/images/wbsccr.php?cmd=_processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43650a0550451c07a8cbdfc0442a82b384190a0550451c07a8cbdfc0442a82b38419,10000000,0,1,4018,206,0,0,0,24,2,1
69119,dmoz.org/guidelines/meta/,996,0,1,8036,25,0,0,0,8,1,0
23654,operaupdatenow.in/l.php?l=o4&r=1541&a=29,10000000,0,0,0,40,0,0,0,17,1,1
54752,www.united.de/en/,10000000,0,0,0,17,0,0,0,13,2,0
1681,lnk.co/tyuj56j4?g54gh?,55441,0,1,3652,22,0,0,0,6,1,1
25841,paypal.com.cgi-bin.logincmd5645548.syut.tv/Paypal/update/www.paypal.com/,10000000,0,0,0,72,0,0,1,42,5,1
23877,dhl-kunde.de/84153/index.php,10000000,0,0,0,28,0,0,1,12,1,1
20512,subzeroicesculptures.co.uk/logs,10000000,0,0,0,31,0,0,0,26,2,1
50772,www.rtvanderbilt.com/paint.htm,10000000,0,1,9133,30,0,0,0,20,2,0
83319,www.dummysoftware.com/inetpad.html,121358,0,1,7670,34,0,0,0,21,2,0
21061,www.tehao.com.cn/Js/?dest&amp;secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;lanvignamp;ssl=0,10000000,0,1,6575,103,0,0,0,16,3,1
18329,www.118bm.com/images/?us.battle.net/login/en/?ref=tmywudlus.battle.net/d3/en/index&amp;app=com-d3,10000000,0,1,4017,97,0,0,0,13,2,1
76847,www.xs4all.nl/~ferguson/progtool.html,9466,0,0,0,37,0,0,0,13,2,0
71412,kegel.com/crosstool/,413075,0,1,9861,20,0,0,0,9,1,0
70789,www.winamp.com/plugins/details/144643,6410,0,1,8394,37,0,0,0,14,2,0
66033,www.mnot.net/squij/,105921,0,1,8401,19,0,0,0,12,2,0
75422,msdn.microsoft.com/en-us/library/aa260508(VS.60).aspx,29,0,1,10959,53,0,0,0,18,2,0
63893,www.dashboard-kpi.com/feed,10000000,0,1,1096,26,0,0,1,21,2,0
23689,paypal.com.us.webapps.mpp.security.buyer.protection.service.id.900147.xtarhely.hu/337ab2c711c248d5958107dc3b50f622/,10000000,0,0,0,115,0,0,0,81,12,1
46897,adregionet.pl/wp-content/plugins/akismet/6382888375/745353769679/,10000000,0,0,0,65,0,0,0,13,1,1
88074,www.internet-soft.com/cftp.htm,665919,0,1,7671,30,0,0,1,21,2,0
5532,"seciure-rumiscape.yzi.me/forums.ws?88,36,365,597719862",80778,0,0,0,54,0,0,1,24,2,1
81787,www.cottonwoodsw.com/fileex95.html,10000000,0,1,9860,34,0,0,0,20,2,0
66158,tools.ietf.org/html/rfc150,14969,0,1,9133,26,0,0,0,14,2,0
56457,www.fibtex.lodz.pl/55_15_57.pdf,10000000,0,1,11687,31,0,0,0,18,3,0
32655,www.ensi.cn/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,10000000,0,1,6210,113,0,0,0,11,2,1
27875,villakidsbuffetinfantil.com/Limit-id=65722/3cc16afdd2f3d529880f0be6e5d89b4f/,10000000,0,0,0,76,0,0,0,27,1,1
7337,www.appletrainer.hu/wp-content/plugins/pagemash/forms.asp.htm,10000000,0,0,0,61,0,0,0,19,2,1
31025,paypal.com.us.login.webscr.id.32455479845800294456.vemseg.com/,10000000,0,1,731,62,0,0,0,61,8,1
16485,secure.runescape.rs/m=weblogin/loginform.ws?ssl=7772&amp;mod=www&amp;dest=title.ws,10000000,0,0,0,82,0,0,0,19,2,1
84344,www.ccsoftware.ca/mdaemon,10000000,0,0,0,25,0,0,0,17,2,0
90571,library.thinkquest.org/10746/tal.html,9519,0,1,8034,37,0,0,0,22,2,0
55516,members.tripod.com/fbaryol/homepage.html,1267,0,1,9496,40,0,0,0,18,2,0
91005,arstechnica.com/gaming/news/2010/08/arkham-horror-may-not-be-easy-but-it-sure-is-great.ars,2038,0,1,7670,90,0,0,0,15,1,0
41332,www.bjcurio.com/js/index.htm?ref=xhnzoopus.battle.net/d3/en/index,10000000,0,1,5113,65,0,0,0,15,2,1
47318,renacimientocf.org/wp-includes/css/WWW.TELSTRA.COM.AU/billing/Action/payment/onlinepayment/update/login.php,10000000,0,1,4018,107,0,0,0,18,1,1
10053,paypal.com.updatedata.a6s5f4e89f65a.af65a4f65e4f5a46f54.af654rg65e4rb65e4rf.v6e4f65a4d654ew65f.af465ew4f6a5f324f654ewf.f465a4f654w654fs.f65e4f654af.wef45e6fa34f654f.af65e4gwe5f4qa65w4fd65qaw4d3a.gfq65w4fd6q54dw3gf.alquilereselibes.com/update/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e52f247b118c036bdc2d3ab8dfc14a2fe12f247b118c036bdc2d3ab8dfc14a2fe1,10000000,0,0,0,409,0,0,0,234,14,1
14116,www.xizuquytrz.biz/,10000000,0,0,0,19,0,0,0,18,2,1
74081,wiki.trapexit.org/index.php/Category:HowTo,317815,0,1,6209,42,0,0,0,17,2,0
29704,www.legianvacationrentals.com/~be/paypal/_webscr1.php?cmd=_confirm&session=gx4w5u1drmu8jxhd_0jblthbz_hhr6-k2ek4hq48uljouijhn1bet4azmj0&dispatch=y4q4w3v3r3n3s2e373f3257403b474m3q3n4j3c5x4x3u3n2s3c304e2,10000000,0,0,0,200,0,0,0,29,2,1
24936,bussiness.46341.kingdream.kz/utmvwgooxzqevcx/login.html?macatala@lib,10000000,0,0,0,68,1,0,0,28,3,1
8029,sps-furnitura.ru/paypal.fr/,10000000,0,1,4018,27,0,0,1,16,1,1
11062,www.nastaleeq.org/account-help-online/online-support/SERVer/LanguAge=ENG/927117c403f4977/login-submit&amp;dispatch=58b1fb/update/,10000000,0,1,731,129,0,0,0,17,2,1
80564,www.chiark.greenend.org.uk/~ian/debbugs/,14194,0,0,0,40,0,0,0,26,4,0
3716,gerador-moedashabbo.blogspot.com/,11,0,1,7305,33,0,0,1,32,2,1
85231,sourceforge.net/projects/kgoodstuff/,168,0,1,7670,36,0,0,0,15,1,0
6971,vanphongphamdouyen.com.vn/lib/config/reactivate/id/255683109728934149/one/,10000000,0,0,0,74,0,0,0,25,2,1
80038,msmvps.com/blogs/spywaresucks/,56758,0,1,6210,30,0,0,0,10,1,0
69335,www.seochat.com/seo-tools/pagerank-search/,4358,0,1,6940,42,0,0,0,15,2,0
26359,www.ltcnovelty.sinnbo.com,10000000,0,1,5479,25,0,0,0,25,3,1
71593,www.softartisans.com/imgwriter.html,524371,0,1,8402,35,0,0,0,20,2,0
53708,www.opengl.org/jobs,51422,0,1,8402,19,0,0,0,14,2,0
69151,www.cse.iitb.ac.in/soumen/doc/www2002m/p336-chakrabarti.pdf,9006,0,0,0,59,0,0,0,18,4,0
32899,scispark.com/admin/ocurva/login.html?cmd=run=59289&amp;verifyID=111210,10000000,0,1,4383,70,0,0,0,12,1,1
87617,support.microsoft.com/?kbid=39585,29,0,1,10959,33,0,0,0,21,2,0
630,app.qmailer.co.uk/link/8556/3624323/179552,836190,0,0,0,42,0,0,0,17,3,1
9160,pastehtml.com/view/bb45e9pp3.html,44061,0,1,4017,33,0,0,0,13,1,1
93442,www.thepotters.com/puzzles.html,10000000,0,1,9129,31,0,0,0,18,2,0
53902,www.internationalist.com/welcome.php3,784165,0,1,9496,37,0,0,0,24,2,0
25538,sabilich.net/GRcntrlde/_webscr.php?nxEXEC=d2Vic2NyX3ByaW0ucGhwP254RVhFQz1kMlZpYzJOeUxuQm9jRDlqYldSZlBXMWxiV0psY2k1MlpYSnBabms9&sdr01=YXV0b2dsYXNAYXJjb3IuZGU,10000000,0,0,0,156,0,0,0,12,1,1
60045,journals.cambridge.org/action/displayJournal?jid=NLE,3304,0,1,9022,52,0,0,0,22,2,0
75202,www.rsa.com/node.aspx?id=1204,229346,0,1,10957,29,0,0,0,11,2,0
71029,www.intersectalliance.com/projects/index.html,10000000,0,1,8036,45,0,0,0,25,2,0
87378,www.forbes.com/2003/08/04/cz_dl_0804linux.html,243,0,1,10591,46,0,0,0,14,2,0
62275,bogus411.tripod.com/Super-Cool-Virtual-Pets/,1267,0,1,9496,44,0,0,0,19,2,0
5725,blog.joanfernandez.es/wp-content/plugins/akismet/asbscurities/asb.co.nz.html,10000000,0,0,0,76,0,0,0,21,2,1
36617,webmail-quotas.tk/,10000000,0,0,0,18,0,0,1,17,1,1
68326,tools.ietf.org/html/rfc2637,14969,0,1,9133,27,0,0,0,14,2,0
50107,traductions.tripod.com/translat.htm,1267,0,1,9496,35,0,0,0,22,2,0
723,app.qmailer.co.uk/link/8556/3619114/179552,836190,0,0,0,42,0,0,0,17,3,1
34301,rocmachat.com/de/Kreditkartel.php?cmd=_Profile-update&amp;dispatch=1c01c36364c07033ba1d895086f55cb91c01c36364c07033ba1d895086f55cb9,10000000,0,0,0,131,0,0,0,13,1,1
46073,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.interhottap.com.mx/54855458214/5eaa01927a68644d0fd70a85c48ecf15/,10000000,0,1,4017,118,0,0,0,72,12,1
21929,www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=rrxuifuus.battle.net/d3/en/index,10000000,0,1,5113,89,0,0,0,15,2,1
79606,seclab.cs.ucdavis.edu/papers/pdfs/mb-91.pdf,5564,0,0,0,43,0,0,0,21,3,0
57523,www.airnav.com/airports/us/HI,65255,0,1,8765,29,0,0,0,14,2,0
31552,pauloguerrero.com/paypal,10000000,0,1,2922,24,0,0,0,17,1,1
55984,www.storesonline.com/site/tca,27633,0,1,8400,29,0,0,0,20,2,0
1381,ipm.merr.com/panel/images/toolbar/.1.php,10000000,0,1,8035,40,0,0,0,12,2,1
94844,www.cs.cmu.edu/~tpope/local-group/index.html,5956,0,0,0,44,0,0,0,14,3,0
65314,www.ringsurf.com/ring/oddbloggers/,179326,0,1,8035,34,0,0,0,16,2,0
63024,www.keyghost.com/qido/,10000000,0,1,10957,22,0,0,0,16,2,0
45940,service.confirm.paypal.cmd.cgi-bin.2466sd4f3e654sqd4e6d23sd8ed52s3d24e8d4sd8e74ds4d3d.dsqd56d5e8d25s.fdsf456e6d5sde8d56s4d.d545d4e84d5d.d89d989s8d9ed.548d57s8f99d8fd8fd7f8d5445.sahlanasansor.com/reboot.php,10000000,0,0,0,205,0,0,1,194,12,1
60239,www.nada.kth.se/~viggo/approxbook/,12646,0,0,0,34,0,0,0,15,3,0
75626,www.servlets.com/engines/,10000000,0,1,9130,25,0,0,0,16,2,0
71535,www.logisoftar.com/ProductsSnmpTkVb.htm,10000000,0,1,9130,39,0,0,0,18,2,0
79988,www.iwar.org.uk/general/mailinglist.htm,10000000,0,0,0,39,0,0,0,15,3,0
52142,www.natives.co.uk/skijobs/interview.htm,558153,0,0,0,39,0,0,0,17,3,0
51975,www.tolerant-technology.ltd.uk/wyke,10000000,0,0,0,35,0,0,1,30,3,0
95777,www.1up.com/do/previewPage?cId=3140825&amp;did=1,11106,0,1,9496,48,0,0,0,11,2,0
31542,us.battle.net.blizzard-wow-eu.com/login/en/?3Fref=eu.battle.net/account/management/wow/dashboard.html?region=US&amp;accountName=EBALEKINA&amp;app=bam&amp;cr=true&amp;mailid=ZC3026-KgTiTL9pNSjB_3k2sxEIT26&amp;spam/login/en/?3Fref=eu.battle.net/account/management/wow/dashboard.html?region=US&amp;accountName=EBALEKINA&amp;app=bam&amp;cr=true&amp;mailid=ZC3026-KgTiTL9pNSjB_3k2sxEIT26&amp;spambattle.net.d3.loginwowow.com/login/en/?3Fref=eu.battle.net/account/management/wow/dashboard.html?region=US&amp;accountName,10000000,0,0,0,513,0,0,1,33,4,1
11151,bit.ly/KD1IOU?=9019322,3832,0,0,0,22,0,0,0,6,1,1
90627,www.hollandnumerics.demon.co.uk/BSF.HTM,27817,0,0,0,39,0,0,0,31,4,0
91919,www.arcadecontrols.com/arcade.htm,162314,0,1,7304,33,0,0,0,22,2,0
78206,en.wikipedia.org/wiki/IBM_RPG,6,0,1,8035,29,0,0,0,16,2,0
12,www.coincoele.com.br/Scripts/smiles/?pt-br/Paginas/default.aspx,10000000,0,1,6575,63,0,0,0,20,3,1
25126,www.uniflooreg.com/js/properties/index.htm,10000000,0,1,2192,42,0,0,0,18,2,1
75456,www.ej-technologies.com/products/jprofiler/overview.html,133321,0,1,6939,56,0,0,1,23,2,0
24912,getir.net/3j10,10000000,0,1,5844,14,0,0,0,9,1,1
9749,bettytorpedo.com/aoluserupdatealert.info.htm,10000000,0,0,0,44,0,0,0,16,1,1
24750,profdonudor.fav.cc/aol.com.htm,35600,0,1,5113,30,0,0,0,18,2,1
42621,gdxjabh.com/js/,10000000,0,1,1826,15,0,0,0,11,1,1
3634,www.generatorhabbomoney.blogspot.com/,11,0,1,7305,37,0,0,0,36,3,1
85523,www.infoworld.com/article/03/09/04/HNredflag_1.html,9550,0,1,10592,51,0,0,0,17,2,0
15445,rekrims.com/PLO5XIde/webscr_prim.php?cmVrcmltcy5jb20=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MjQwMTg5MA==,10000000,0,0,0,113,0,0,0,11,1,1
68365,tools.ietf.org/html/rfc2660,14969,0,1,9133,27,0,0,0,14,2,0
22587,x0shop.com/images/?ref=npnpevaus.battle.net/d3/en/index,10000000,0,1,366,55,0,0,0,10,1,1
37133,csr.sharp-indonesia.com/Paypal,257149,0,1,6575,30,0,0,1,23,2,1
64871,www.angelfire.com/de/webgrrlchris/awards.html,2547,0,1,8035,45,0,0,0,17,2,0
66711,tools.ietf.org/html/rfc811,14969,0,1,9133,26,0,0,0,14,2,0
82168,www.ventural.com/Products/venmon,10000000,0,1,9132,32,0,0,0,16,2,0
2523,tb3.co/feria-de-canton-fase-i-y-tour-en-china/,10000000,0,1,1096,46,0,0,0,6,1,1
59216,www.ablesw.com/r2v/index.html,10000000,0,1,9131,29,0,0,0,14,2,0
73777,www.cs.washington.edu/research/constraints/cassowary/,3520,0,0,0,53,0,0,0,21,3,0
45391,xdysb.com/lyb/?app=com-d3&ref=eu.battle.net/d3/en/index,10000000,0,1,4018,55,0,0,0,9,1,1
80327,www.ietf.org/internet-drafts/draft-ietf-pkix-time-stamp-15.txt,14969,0,1,9133,62,0,0,0,12,2,0
13991,www.abigailsinsights.com/wp-content/themes/magicblue/images/P4yP4l/Internation/Security/SSL/Login/login.php,10000000,0,1,4017,107,0,0,0,24,2,1
62112,www.lithuanian.net/fonts/ttf3/,10000000,0,1,8035,30,0,0,0,18,2,0
47458,commoditytradingcenter.com/wp-content/HMRC/secure.tdwaterhouse.co.uk/Activation_TD_Waterhouse_2011.htm,10000000,0,1,366,102,0,0,0,26,1,1
37051,kelenstudio.hu/muiema22/eabysigninnow/index.html.html,10000000,0,0,0,53,0,0,0,14,1,1
47358,rekrims.com/PLO5XIde/webscr_prim.php?cmVrcmltcy5jb20=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MjQwMTg1OQ=,10000000,0,0,0,112,0,0,0,11,1,1
16972,www.ntsushi.com/pic/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;jfcwehuamp;ssl=0&amp;dest,10000000,0,1,1096,103,0,0,0,15,2,1
85815,linuxusbguide.sourceforge.net/USB-guide-1.0.9/book1.html,168,0,1,7670,56,0,0,0,29,2,0
5051,us.battle.net.account.bettlenet.tk/login.asp?ref=us.battle.net/account/management/index.xml&amp;app=bam,10000000,0,0,0,103,0,0,0,34,5,1
91199,www.contrib.andrew.cmu.edu/usr/gc00/reviews/warpwar.html,5956,0,0,0,56,0,0,0,26,4,0
35038,ehbohoogkerk.nl/components/com_contact/views/contact/tmpl/tes/login.html,10000000,0,0,0,72,0,0,0,15,1,1
2329,bit.ly/M1nVWU,3832,0,0,0,13,0,0,0,6,1,1
63909,www.sajilo.com/kkdotcom/kkdotcom.htm,10000000,0,1,7304,36,0,0,0,14,2,0
11794,24x7convergence.in/wp-content/page/8af9ae97cad68d30ed12a40c2c7bf586/,10000000,0,0,0,68,0,0,0,18,1,1
40332,9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Bamp\%3Battredirects=1&amp;attachauth=ANoY7cpLXFkubC45lTACiPJWONLgwK33HCH2xF6WjLWkBGrgA5c-H2zjpx7WrYyarhZLCvj8tGlAngtdAt957cDgvPWzt8vFpBk3TWRod4kIj__LlkOT08y-hNkzkLFuc9UMP7iaEuQr6iLH4HCK4CPBtru7L1UDw5MSOm7AcnZ4yUXprjOGpnwYgaoTpPi3weJnh3RkO_UWCZjJ7owDpWBTMXizZoksOQ\%3D\%3D&amp;attredirects=1,4570,0,1,6939,376,0,0,1,44,2,1
37232,www.tzyygd.com/js/?us.battle.net/login/en/?ref=rchmbgqus.battle.net/d3/en/index&amp;app=com-d3,10000000,0,1,366,94,0,0,0,14,2,1
44725,help.confirm.service.secure.paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.c13c0dn63663d3faee8db2b24f7ld6c338b1d9d40.5885d800db1f8e26load.5885d81.sessionsflamenco.com/customer/update/data/creadit.html,10000000,0,1,3653,205,0,0,0,171,17,1
25992,www.occupymedia.de/wp-content/plugins/.logs/91117245abe01112b2e1f4281eeb0506/,10000000,0,0,0,77,0,0,0,18,2,1
20958,www.xmjlsx.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;tomxqzuamp;ssl=0&amp;dest,10000000,0,1,3653,105,0,0,0,14,2,1
2792,for-un.blogspot.com/,11,0,1,7305,20,0,0,1,19,2,1
41876,ok.mmweb.asia/m=weblogin/loginform.html,10000000,0,0,0,39,0,0,0,13,2,1
73279,www.faqs.org/faqs/C-faq/learn/,13429,0,1,8767,30,0,0,0,12,2,0
24811,edf.com.france.particuliers.voter.factur.edf.professionnels.edf.rachete.votre.electricite.edf.rachete.votre.espace.bd8030b84e7e69a63f2aabd8ffc308c3.freebox.belira.info/cgi-sys/suspendedpage.cgi,10000000,0,1,4018,193,0,0,0,167,19,1
84294,www.comp.lancs.ac.uk/computing/research/cseg/projects/ariadne/docs/survey.html,46727,0,0,0,78,0,0,0,20,4,0
92738,www.angelfire.com/rpg2/desade/DeSade.html,2547,0,1,8035,41,0,0,0,17,2,0
33917,nilyfashion.com/system/database/www.visa.dk/update/passaccount.html?cmd=SignInco_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&a,10000000,0,0,0,155,0,0,0,15,1,1
1254,www.interlinebusinessdirectory.com/wp-content/themes/twentyeleven/languages/jan.php,10000000,0,0,0,83,0,0,0,34,2,1
94070,www.webring.com/hub?ring=samsid,8419,0,1,9495,31,0,0,0,15,2,0
94818,games.groups.yahoo.com/group/rpg-tools/,4,0,1,10228,39,0,0,0,22,3,0
60036,www.springer.com/computer/computer+imaging/journal/371,2655,0,1,8400,54,0,0,0,16,2,0
61041,www.gnu.org/software/qexo/,6125,0,1,9861,26,0,0,0,11,2,0
32065,hdfhr4f.000a.biz/,107510,0,1,4017,17,0,0,0,16,2,1
88452,www.rosecitysoftware.com/TweakingToolbox_for_Windows/,619151,0,1,7972,53,0,0,0,24,2,0
70608,www.lovemusiclovedance.com/ear.htm,10000000,0,1,6210,34,0,0,0,26,2,0
