,domain,ranking,isIp,valid,activeDuration,urlLen,is@,isredirect,haveDash,domainLen,nosOfSubdomain,label
26140,account.update.cgi-bin-webscr-cmd.login-submit-dispatch.2587a200db1f8e655487e8d0288a7fd2903afb895540fd44243d02.eduardopireselindomar.com.br/paypal/5a40f451bc306889b27d4273e82d9a53/wbsccr.php?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365e931b75fd22cfde45d8d02e8c7b3bb01e931b75fd22cfde45d8d02e8c7b3bb01,10000000,0,0,0,348,0,0,1,139,7,1
16132,update.com.webscrlcmdl.login.submit.dispatch.5885d80a13c0db187867hf4gh8f76hgf56786.415479841358013146876541046545441654.glasgowairporttaxis.net/072318ed6b287e4d053a900f5313be5e/login.php,10000000,0,1,730,186,0,0,0,143,9,1
50895,www.wps.com/J/BM/bluetarp.htm,800157,0,1,10958,29,0,0,0,11,2,0
85202,edu.kde.org/kverbos/,17881,0,1,8399,20,0,0,0,11,2,0
27524,bumblebee.com.mx/Paypal_Virefication/0d33eac4cc93e1f4816c34fd4cc68650/new1/1c66387db5e66f5b4bf650e9494d20f3/0380bd34598e53c594853bd97915bb03/,10000000,0,1,1461,141,0,0,0,16,2,1
20929,www.bl35.org/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fvksbixdus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,10000000,0,1,5478,121,0,0,0,12,2,1
32819,ytxx.myxw.cn/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fztpddguus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,10000000,0,0,0,121,0,0,0,12,2,1
49454,www.the-gas.de/lonestar/,10000000,0,0,0,24,0,0,1,14,2,0
6560,CNBC.COM-indexch.info,10000000,0,1,1461,21,0,0,1,21,2,1
70930,www.theregister.co.uk/2004/09/15/emergent_people_fail_to_impress/,3976,0,0,0,65,0,0,0,21,3,0
62206,www.dragonmyth.com/dami/,10000000,0,1,9130,24,0,0,0,18,2,0
54364,www.cs.umass.edu/~shenoy/mmcn/,12849,0,0,0,30,0,0,0,16,3,0
29922,dudar.info//plugins/content/www.cielo.com.br,10000000,0,0,0,44,0,1,0,10,1,1
27044,mycitiflora.com/ppay/zxwxa/login.html?vanessavarani@yahoo.it,10000000,0,0,0,60,1,0,0,15,1,1
37700,cestquimaurice.com/cache/cachefs/,10000000,0,1,2922,33,0,0,0,18,1,1
47488,zellnerministries.org/templates/beez_20/www.hlb.com.my/index.htm,10000000,0,1,3653,64,0,0,0,21,1,1
52332,www.obviously.com/recycle/,10000000,0,1,8765,26,0,0,0,17,2,0
18998,www.diversaomais.com.br/server/paypal.com.au/webscr.html?cmd=SignIn&amp;co_partnerId=2&amp;pUserId=&amp;siteid=0&amp;pageType=&amp;pa1=&amp;i1=&amp;bshowgif=&amp;UsingSSL=&amp;ru=&amp;pp=&amp;pa2=&amp;errmsg=&amp;runame,10000000,0,1,3288,219,0,0,0,23,3,1
65613,tools.ietf.org/html/rfc3582,14969,0,1,9133,27,0,0,0,14,2,0
40817,9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7conYgLiMT3QduUkIfIJyuy__pQlezU0PeNChYrbkmVwOL0TjkHEmTmRyLoYTTZmR8R-2Rmq5rE44fSobchQySAIJO856Hrc01BJZzMaK5Xq7c3Jtl6PIrAWQExyU4Wb6SbvSb6FZqacMwMi12aX-tMGypPFWQmNSQocv28Dsk72kmb28ACToFKFGulukYfOUoYk0QVRCNIYorTiHXWAxv6dSdHQTg\%3D\%3D&amp;attredirects=0,4570,0,1,6939,369,0,0,1,44,2,1
