,domain,ranking,isIp,valid,activeDuration,urlLen,is@,isredirect,haveDash,domainLen,nosOfSubdomain,label
36293,www.kekokleinepause.de/abn.amro.html,10000000,0,0,0,36,0,0,0,22,2,1
44377,bearbenz.org/xe1zrpfldbh597q81661/Zml0bmVzczI0QGVtYWlsLmRl/xDEsdR/MDM2ZDJjNy5uZXRzb2xob3N0LmNvbQ=Message-ID:,10000000,0,0,0,108,0,0,0,12,1,1
74812,cpc.cs.qub.ac.uk/SyntaxChecker.html,58687,0,0,0,35,0,0,0,16,4,0
5993,ernestoluna.com/wp-content/upgrade/update.reflect.html/secure_secure.html/absa.htm,10000000,0,0,0,82,0,0,0,15,1,1
30837,butikaulia.com/trulia/index.html,10000000,0,0,0,32,0,0,0,14,1,1
7435,eidraw.carsound-carwraps.co.za/www.paypal.com/index.php?cmd=_login-submit&dispatch=5885d80a13c0db1f998ca054efbdf2c25fe4a05bcb33bff68c4fe49456517e3e,10000000,0,0,0,147,0,0,1,30,3,1
26795,br.continueseguro.in/CONSUMIDOR/,10000000,0,0,0,32,0,0,0,20,2,1
26559,london-prive.co.uk/modules/mod_briaskISS/paypal.com/webscr/m/e/q/p/z/x/j/index.html,580256,0,0,0,83,0,0,1,18,2,1
56146,depts.washington.edu/sky2001/proceedings/papers/Fannin.pdf,3520,0,0,0,58,0,0,0,20,2,0
82002,www.bytefusion.com/products/ens/cryptoanywhere/whatiscryptoanywhere.htm,10000000,0,1,8400,71,0,0,0,18,2,0
18221,www.lawrenceseattle.com/wp-content/themes/centurytel/embarqmail.com.html,10000000,0,1,3288,72,0,0,0,23,2,1
87811,www.churchassist.com/worshipassistant.html,10000000,0,1,6574,42,0,0,0,20,2,0
21426,www.cnhedge.cn/js/index.htm?us.battle.net/login/en/?ref=gppnuwous.battle.net/d3/en/index&app=com-d3,10000000,0,1,3653,99,0,0,0,14,2,1
77210,www.monopro.com/index.html?linksystem,10000000,0,1,6939,37,0,0,0,15,2,0
19893,huarui-tec.com/js/?us.battle.net/login/en/?ref=smkorkyus.battle.net/d3/en/index,10000000,0,1,730,79,0,0,1,14,1,1
60353,www.caro.net/dsi/,470505,0,1,10592,17,0,0,0,12,2,0
27782,www.paypal.co.uk.5646.secure2z.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav=4a764f86fa0b2a5019c1b84c5a74db87,10000000,0,0,0,106,0,0,0,33,6,1
33750,mall.360yxt.com/plugins/actions/act/,10000000,0,1,1461,36,0,0,0,15,2,1
7517,t.womenwan.com/game/images/tlcs/148-onepw/index.swf?act=yaowan.com/webads_reg.php&sendparam=&recom_man=kr02&recom_2=juncheng&openerstr=kr02&material_id=148-onepw&plat=yw&game=tlcs&district=0&sip\%,3054,0,1,3653,196,0,0,0,14,2,1
79753,www.securitymetrics.com/securitymetricsappliance.adp,90459,0,1,8766,52,0,0,0,23,2,0
61031,www.w3.org/TR/xqueryx/,483,0,1,10226,22,0,0,0,10,2,0
79046,www.eclipse.org/modeling/mdt/?project=uml2,4258,0,1,9863,42,0,0,0,15,2,0
18815,sunriseafricacbo.org/Yankey/AOLLL.htm,10000000,0,0,0,37,0,0,0,20,1,1
26910,habbo3dsnow.rel7.com/,10000000,0,1,731,21,0,0,0,20,2,1
61862,www.bsp-gmbh.com/turnkey,10000000,0,1,8765,24,0,0,1,16,2,0
20788,cafm.mn/french/wp-content/uploads/2012/09/french/webscr.htm?am,10000000,0,0,0,62,0,0,0,7,1,1
3068,dom.ir/44023,10000000,0,0,0,12,0,0,0,6,1,1
51766,www.mikehillman.com/lifeguardboat/,10000000,0,1,7671,34,0,0,0,19,2,0
25777,update.paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f81478549.elainedirollo.co.uk/,10000000,0,0,0,104,0,0,0,103,13,1
41519,9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqNCWX96ct6Crmdya1joUP5aARRR1nPmjIRo3N7Emyg5BstgpgYaurqCvdI3CqgC6DZrWEGRBUaki5JlY2pXXEgKSDTMke06-aPdm3ArTLUfHOMzP_LZ-InAovQWZF5iLhWoGOqo1eEzEk5iT6y1416dNhM0SAGeXgPxfd3W9LZpfb3YuN_viNGtlCt2J8Hnt3Xn24K2lAXcX7bLMBCS9HCRbl6iA\%3D\%3D&amp;attredirects=2,4570,0,1,6939,343,0,0,1,44,2,1
17302,confirme.your.informations.cmd.us.secured.session.paypal.com.348787qze8ds.55454545f887sd8q7d97ze.chocolate-bussiness.info/16703ff356d101d97b95dab2c0f7995b/index/web/Web?885db116fdbfb21918z87HgO97YHhxa5120312838zXAZE7162361527c447b056ddd911b7517a6b6c825d3527c447b056ddd911b7517a6b6c825d3,10000000,0,0,0,286,0,0,1,121,12,1
57361,www.cs.arizona.edu/patterns/weaving/books/qun_lace.pdf,6655,0,0,0,54,0,0,0,18,3,0
84366,arclab.com/products/amlc/index.html,76605,0,1,8400,35,0,0,0,10,1,0
88176,www.matthewssoftware.com/WAVChop/,10000000,0,1,366,33,0,0,0,24,2,0
19746,academiaperforma.com.br/PPL.php,10000000,0,0,0,31,0,0,0,23,2,1
90360,www.cs.unc.edu/~geom/,7257,0,0,0,21,0,0,0,14,3,0
31324,paypal-verifiaction.cliq.info/9c16800c4eb9a7c9c6ecf3ae9718254f,10000000,0,1,1826,62,0,0,1,29,2,1
58314,www.comp.hkbu.edu.hk/IDEAL2003/,64195,0,0,0,31,0,0,0,20,4,0
69972,zing.ncsl.nist.gov/hfweb/index.html,14972,0,0,0,35,0,0,0,18,3,0
56503,www.environmental-expert.com/article-index.asp,44894,0,1,8036,46,0,0,1,28,2,0
80843,www.pieproducts.com/products.htm,10000000,0,1,7305,32,0,0,0,19,2,0
45668,www.tuenkers.com.cn/images/index.htm?app=com-d3&,10000000,0,1,6940,48,0,0,0,19,3,1
90234,www.rame.net/faq/,303117,0,1,8400,17,0,0,0,12,2,0
85200,edu.kde.org/kbruch/,17881,0,1,8399,19,0,0,0,11,2,0
19291,www.multicanaltelevision.com/steampowered/cgi-hui/freegames2013/information/login/security/,10000000,0,0,0,91,0,0,0,28,2,1
93793,www.webring.com/hub?ring=abcring1,8419,0,1,9495,33,0,0,0,15,2,0
48995,lyonsdenvideo.com/LDV.htm,10000000,0,0,0,25,0,0,0,17,1,0
61121,xml.ascc.net/en/utf-8/faq.html,10000000,0,1,9496,30,0,0,0,12,2,0
39322,sinainsurance-naeli.com/templates/b-sina/8194330564/64853648980/,10000000,0,0,0,64,0,0,1,23,1,1
67251,tools.ietf.org/html/rfc1487,14969,0,1,9133,27,0,0,0,14,2,0
22942,www.hhmsn.asia/login/en/login.html,10000000,0,0,0,34,0,0,0,14,2,1
27629,ronylinsproducoes.com.br/site//wp-content/uploads/Trulia/index.htm,10000000,0,0,0,66,0,1,0,24,2,1
31380,www.maytagservis.org/account/paypal.html,10000000,0,0,0,40,0,0,0,20,2,1
56889,www.blueskyfilters.com/site/faqtemp.html,10000000,0,1,8401,40,0,0,0,22,2,0
53290,www.exponent.com/practices/civilstructural/,382871,0,1,8400,43,0,0,0,16,2,0
35460,www.paja-editions.com/images/infobox/b648a9971f3dd9e0abcf20b953840edb/update.dk_danemark.html?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fd,10000000,0,1,1461,154,0,0,1,21,2,1
53520,www.northerntool.com/webapp/wcs/stores/servlet/category_6970_32,10151,0,1,11322,63,0,0,0,20,2,0
76981,hacks.dlux.hu/dTemplate/,10000000,0,0,0,24,0,0,0,13,2,0
23259,www.evva-perm.ru/seguranca/atualizacao/iniciar.aspx,10000000,0,0,0,51,0,0,1,16,2,1
63817,www.euirc.net/en/,996066,0,1,7305,17,0,0,0,13,2,0
65,www.gestion-des-impayes.com/visuel.php?param=iK1/I3EkRQjb1KxExSxoEkRQjb1KwEibjkbvI/EkRQjb1KxESFFSEkRQjb1KwEiQI3bi3EkRQjb1KxErSCorxCrEkRQjb1KwE3sk/lPbY/EkRQjb1KxExEkRQjb1KwE1glibjkb,10000000,0,0,0,180,0,0,1,27,2,1
65456,www.softpanorama.org/Bookshelf/tcpip.shtml,125401,0,0,0,42,0,0,0,20,2,0
25905,pedroananias.com.br/paypal.com.cgi-bin.websc.cmd-login-submit.dispatch.5885d80a13c0db1f8e263663d3faee8d43b1bb6ca6ed6d44adc335ba2d23/cgi-bin/paypal/accont/verfied/login/user/herf/5885d80a13c0db1f8e263663d3faee8d43b1bb6ca6ed6d44adc335ba2d23/get-into/seccur/a1c644f349c15c0498bf2e46d146a08d/,10000000,0,0,0,288,0,0,0,19,2,1
31738,carlingmotors.ca/js/realty/,10000000,0,0,0,27,0,0,0,16,1,1
93268,domino.research.ibm.com/Comm/wwwr_ponder.nsf/pages/index.html,576,0,1,12419,61,0,0,0,23,3,0
73794,tech.groups.yahoo.com/group/curlbreaker-l/,4,0,1,10228,42,0,0,0,21,3,0
56718,www.sacomaine.org/community/history/factoryisland.shtml,10000000,0,1,12052,55,0,0,0,17,2,0
69268,worldnetdaily.com/news/article.asp?ARTICLE_ID=39992,10000000,0,1,9497,51,0,0,0,17,1,0
64109,www.theregister.co.uk/2001/07/11/why_icanns_domain_dispute_rules/,3976,0,0,0,65,0,0,0,21,3,0
39528,help-recovery-centere.at.vu/,10000000,0,0,0,28,0,0,1,27,2,1
20957,www.xjmukang.com/Images?secure.runescape.com/m=weblogin/loginform.ws?mod=www,10000000,0,1,5113,76,0,0,0,16,2,1
26788,home.comcast.net/~a30t29r6/encrypt5885d80a13c0db1f8e263663d3fa.html?vid=Z2xJIscpuj\%\%202Bo=&action=validate23442,183,0,1,8400,113,0,0,0,16,2,1
93897,www.rpg.net/news+reviews/reviews/rev_1260.html,32174,0,1,10226,46,0,0,0,11,2,0
19274,www.batt-zw.tk/cert/login.asp?ref=https\%3A\%2F\%2Fus.battle.net\%2Faccount\%2Fmanagement\%2Findex.xml&amp;app=bam,10000000,0,0,0,114,0,0,1,14,2,1
64290,www.fantasyecards.com/cgi-bin/ecards/index.cgi,10000000,0,1,6574,46,0,0,0,21,2,0
6420,www.activare3dsecure.ro/teste3d/forgetpwd.php,698943,0,0,0,45,0,0,0,23,2,1
89931,www.skymapper.co.uk/html/orion.html,10000000,0,0,0,35,0,0,0,19,3,0
80239,www.maximized.com/freeware/hotfixreporter/,10000000,0,1,9496,42,0,0,0,17,2,0
86534,www.winehq.com/?interview=14,10000000,0,1,8765,28,0,0,0,14,2,0
45505,www.gardamasgroup.com/remax 101/remax1/index.htm,10000000,0,0,0,48,0,0,0,21,2,1
8861,pastehtml.com/view/bg50sxjjw.html,44061,0,1,4017,33,0,0,0,13,1,1
9213,pastehtml.com/view/be41dhci4.html,44061,0,1,4017,33,0,0,0,13,1,1
94548,invasivesurgery.tripod.com/semicolon/headwall.html,1267,0,1,9496,50,0,0,0,26,2,0
4947,dom.ir/266604,10000000,0,0,0,13,0,0,0,6,1,1
55236,abf-g.com/index.html,10000000,0,0,0,20,0,0,1,9,1,0
71334,www.freshdevices.com/freshdiag.html,142585,0,1,7305,35,0,0,0,20,2,0
82504,www.ultradrive.com/b5_3d_index.htm,10000000,0,1,8401,34,0,0,0,18,2,0
48985,www.personainternet.com/cvprudy,10000000,0,1,6575,31,0,0,0,23,2,0
89853,www.gag.de/gag/newsinfo.html,10000000,0,0,0,28,0,0,0,10,2,0
28859,magnumfire.co.za/media/system/css/,10000000,0,0,0,34,0,0,0,16,2,1
88953,www.dcs.shef.ac.uk/spandh/,31048,0,0,0,26,0,0,0,18,4,0
87686,www.bitbetter.com/powerfaq.htm,10000000,0,1,9133,30,0,0,0,17,2,0
43577,www.lady-boutique.ro/wp-includes/css/ReMax/index2.htm,10000000,0,0,0,53,0,0,1,20,2,1
79661,www.wired.com/politics/security/news/2002/05/52563,801,0,1,10591,50,0,0,0,13,2,0
64945,home.neopets.com/templates/homepage.phtml?pet_name=Musical_Snoopy,4918,0,1,7671,65,0,0,0,16,2,0
32380,zarabotok-vinternet.ru/wp-content/plugins/wp_comm/6166239903/143493053/,10000000,0,1,2922,71,0,0,1,22,1,1
65410,www.timecave.com/timecave/index.jsp,10000000,0,1,7305,35,0,0,0,16,2,0
82919,www.redprince.net/pixie/,10000000,0,1,7670,24,0,0,0,17,2,0
55258,www.tundrabooks.com/home.html,10000000,0,1,7670,29,0,0,0,19,2,0
49430,pshawmusic.com/thepaperbacks/frame.php,10000000,0,1,7670,38,0,0,0,14,1,0
83265,www2002.org/CDROM/refereed/629/,10000000,0,1,7305,31,0,0,0,11,1,0
88132,www.dummysoftware.com/imagegrabdummy.html,121358,0,1,7670,41,0,0,0,21,2,0
79780,www.filseclab.com/eng/products/firewall.htm,751843,0,1,6209,43,0,0,0,17,2,0
80683,www.originalab.se/frames/ukframe.htm,10000000,0,0,0,36,0,0,0,17,2,0
49233,www.imnworld.com/IMN/,10000000,0,1,8400,21,0,0,0,16,2,0
93279,www.cut-the-knot.org/Curriculum/index.shtml#illusions,141834,0,1,7305,53,0,0,1,20,2,0
303,mail.aol.com.dopage.msgtimeoutbodysignonbankofampositschecksaveindex.cfmtemplatelcfaq.womens.ro/mail0aol36472aolfamericaonlineupdate.htm,10000000,0,0,0,136,0,0,0,95,7,1
22984,www.xjbctcky.com/Images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,10000000,0,1,3652,93,0,0,0,16,2,1
42875,paypalsecure.net/~saasdde/konto/32277/index.php,10000000,0,1,365,47,0,0,0,16,1,1
16783,www.humwatanireland.com/images/login.jsp.htm,10000000,0,1,365,44,0,0,0,23,2,1
93827,www.acc.umu.se/~corps/albedo/,35867,0,0,0,29,0,0,0,14,3,0
95431,www.gamespot.com/pc/action/harrypotterandthess/review.html,753,0,1,9131,58,0,0,0,16,2,0
50499,www.freewebs.com/madison_jessica/,5001,0,1,8035,33,0,0,0,16,2,0
33108,users11.jabry.com/amkindkindfiles2290/Optus.html,56829,0,1,4017,48,0,0,0,17,2,1
76664,www.it-c.dk/research/mlkit/,10000000,0,0,0,27,0,0,1,11,2,0
79922,www.immunitysec.com/products-canvas.shtml,10000000,0,1,6575,41,0,0,0,19,2,0
88880,jbpm.org/support.html,10000000,0,1,6575,21,0,0,0,8,1,0
70238,www.well.com/user/richardl/theSilverList.html,128873,0,1,9862,45,0,0,0,12,2,0
9549,pastehtml.com/view/b7hy9yk2n.html,44061,0,1,4017,33,0,0,0,13,1,1
90980,www.grognard.com/eric/ror.html,10000000,0,1,9860,30,0,0,0,16,2,0
32840,off.st/mailquotas,10000000,0,0,0,17,0,0,0,6,1,1
49137,www.angelfire.com/art2/brittanynicole/,2547,0,1,8035,38,0,0,0,17,2,0
2135,bulstar.net/log/iTokenSincronizacao2012-2.01/index.php,10000000,0,1,6939,54,0,0,0,11,1,1
4299,staffhotmail.de-france.org/,10000000,0,1,731,27,0,0,1,26,2,1
36333,www.iansnow.com/feeds/bin/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/login.php?cmd=_login-run&amp;dispatch=597e2f05263071990d8a87069419cb89597e2f05263071990d8a87069419cb89,10000000,0,1,7670,187,0,0,0,15,2,1
27181,www.ozpromos.com.au/sec/,10000000,0,0,0,24,0,0,0,19,3,1
49782,www.overseasbrokers.com/entertainment.html,10000000,0,1,9496,42,0,0,0,23,2,0
40272,9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Bamp\%3Battredirects=1&amp\%3Battachauth=ANoY7cpZXvzURRQllTLZU60uZATuXsqqBje09Ia6ey7aMnomBEhKg6Xgrr6P0ZdCJTCKg4bFPrAYf_n5cZ5yEO6yGjxeJ9lrDwEnWRMZaGeKzebnG81y6DanKngSigxXpHQEZxBrFUivIZHoPzPsoJkbFT238keC5TdO-Tj-g4wG6EdI_P8hEHplZOot-Efxr3pfrQUqrZ8wyusOwFMZK8sDAPnqXhpZ8Q\%3D\%3D&amp\%3Battredirects=0&attachauth=ANoY7cpj8dU6Wp6_uW7jpiEy3ay7OS-YBkFlc-1OThqJ6c6R347Fvu4kVGCF7uHygFmNXP54ylgm-phi-2CmjbvvCcne9JTwTDMQHWEzdnDWqPO21CJqGCzWM37KeLex1q5WDlJGbdme3jsQ80u4uAv-BJHkHTh2_s14LBJXmuAqNXmN6iRAO0-AzT9H5JgZKbbXL_TMjj1hG5FbLeCj2KtinvOqrVWEgA\%3D\%3D&attredirects=0,4570,0,1,6939,643,0,0,1,44,2,1
87707,developer.gauner.org/jtodolist/,10000000,0,1,6210,31,0,0,0,20,2,0
12349,megafast.hitbiz.net/~hailagra/signin/enter_login.php\%3Fsession=NWFlNgcGAAYEVgEEB10OBFdWU1dXVgdVVFJRAwMGVlIHAABSAAEEUQ.html,10000000,0,1,5113,123,0,0,0,19,2,1
32478,www.recallstatus.6te.net/signup.php,50723,0,1,5844,35,0,0,0,24,3,1
91636,thehouseofcards.com/retail/skipbo.html,10000000,0,1,8766,38,0,0,0,19,1,0
17531,bottomlinebasics.co.ke/wp-includes/images/crystal/login.php,10000000,0,0,0,59,0,0,0,22,2,1
74378,sourceforge.net/projects/fortranposix/,168,0,1,7670,38,0,0,0,15,1,0
71537,www.coalesys.com/products/winsock/features/,10000000,0,1,7305,43,0,0,0,16,2,0
84220,www.ex-parrot.com/~pdw/iftop/,259707,0,1,9861,29,0,0,1,17,2,0
44137,mcwh.org/demo/account.verification.info2012.id8738272.review.com-ref927f982d982/,10000000,0,0,0,80,0,0,0,8,1,1
76280,www.semdesigns.com/Products/FrontEnds/JOVIALFrontEnd.html?Home=FrontEnd,557210,0,1,11322,71,0,0,0,18,2,0
94585,www.realms.force9.co.uk/UD/index4.htm,350958,0,0,0,37,0,0,0,23,4,0
50942,www.rwwarner.com/warnerservice/,10000000,0,1,7305,31,0,0,0,16,2,0
50827,users1.50megs.com/saturn/,38793,0,1,7671,25,0,0,0,17,2,0
117,home.comcast.net/~cfallows1/ISAPIdllCustomerSupport&ambaybuyerprotectionpoliciesindex4.html.draft,183,0,1,8400,97,0,0,0,16,2,1
73158,www.croco.net/software/sue/,10000000,0,1,8035,27,0,0,0,13,2,0
79130,www.augustana.ab.ca/~mohrj/courses/2000.winter/csc220/papers/rup_best_practices/rup_bestpractices.html,10000000,0,0,0,102,0,0,0,19,3,0
93622,www.deathstar.org/~krlipka/ps/fiction/,10000000,0,1,9130,38,0,0,0,17,2,0
69917,pandecta.com/sey.html,10000000,0,1,7305,21,0,0,0,12,1,0
51353,ojps.aip.org/iso/,25475,0,1,12052,17,0,0,0,12,2,0
32316,q.gs/2954056/paypal,3299,0,0,0,19,0,0,0,4,1,1
70912,www.newsfactor.com/section.xhtml?category=128,192221,0,1,7305,45,0,0,0,18,2,0
34688,www.paypal.com.us.webscrlcmdl.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f04d9273303713ba313.5885d80a13c0db1f8e263663d3f.aee811d01j111yh0111isl153364wxekhteamindexfo100011s.digicozum.com/limit/Limit-id=Yig303U8B4c33BnG7E3h67j6LUM4Redos4MU3kC6H2G01e6N5j4/027efd878060f913a187cd959e3ac44e/,10000000,0,1,366,310,0,0,0,209,12,1
26955,moedasgratishabbor7.rel7.com/,10000000,0,1,731,29,0,0,0,28,2,1
58733,eivind.imm.dtu.dk/staff/lkhansen/lkhansen.html,69363,0,0,0,46,0,0,0,17,3,0
35651,baslangicakademi.com/images/stories/motivacao/contact.html,10000000,0,0,0,58,0,0,0,20,1,1
43873,natos.lt/img/uploads/dir/ac6ca8dacfb45a203fadd6556378c833/,10000000,0,0,0,58,0,0,0,8,1,1
36259,paypal-verification.nicheprofitsociety.com/paypal/,10000000,0,0,0,50,0,0,1,42,2,1
61695,www.techiwarehouse.com/cms/engine.php?page_id=99ba92a7#What to Expect at the Testing Center,182438,0,1,7305,91,0,0,0,22,2,0
88047,www.glocksoft.com/amlv/,113554,0,1,7304,23,0,0,0,17,2,0
82133,dewasoft.com/privacy/kldetector.htm,10000000,0,1,7305,35,0,0,0,12,1,0
38685,www.pragyacollegeofeducation.com/tmp/paypal.com/?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=1b21622e5613c2953a8ee58d0f3901dc,10000000,0,1,3288,130,0,0,0,32,2,1
90243,users.telenet.be/be.rec.photography/,6051,0,0,0,36,0,0,0,16,2,0
74006,www.erlang.se/workshop/2006/,10000000,0,0,0,28,0,0,0,13,2,0
44545,www2.kingswayministries.org/wp-content/plugins/nextgen-gallery/xml/dir/06f5158acde7b84a26fd01f5a343b33b/webscr.htm?cmd=signin&co_partnerid=2&puserid=&siteid=0&pagetype=&pa1=&i1=&bshowgif=&usingssl=&ru=&pp=&pa2=&errmsg=&runame,10000000,0,0,0,225,0,0,0,27,2,1
66460,tools.ietf.org/html/rfc414,14969,0,1,9133,26,0,0,0,14,2,0
47518,infoeletro.net/net/Internet_Banking/BRADESCO/index.html,10000000,0,0,0,55,0,0,0,14,1,1
84539,www.yourhtmlsource.com/sitemanagement/urlrewriting.html,46357,0,1,6940,55,0,0,0,22,2,0
36657,groups3101.rel7.com/,10000000,0,1,731,20,0,0,0,19,2,1
26574,maxfincourier.com/index2.html?cmd=_Processing&;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365464da72940361fd28533b1ad08eca7d9464da72940361fd28533b1ad08eca7d9,10000000,0,0,0,184,0,0,0,17,1,1
12791,secure.runescape.com.m-forumslogins.tk/m=sof_spins/freespins.ws?offer=MGF4OTg2cTMyeGExNzZ4NXJydDI=,10000000,0,0,0,98,0,0,1,38,4,1
23527,paypal--confirmation.it.allprojectors.co.nz/confirmation/3c2eda2592109736110fcdeefea8b3bf/Termine.php?cmd=_Termine&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365,10000000,0,0,0,188,0,0,1,43,4,1
9086,pastehtml.com/view/bccel3p75.html,44061,0,1,4017,33,0,0,0,13,1,1
52911,www.topix.com/rss/business/healthcare.xml,1057,0,1,10959,41,0,0,0,13,2,0
77092,developer.authorize.net/samplecode/,2390,0,1,9130,35,0,0,0,23,2,0
14740,turdomino.net.ua/Paypal/it/index.php,10000000,0,0,0,36,0,0,0,16,2,1
91383,www.centralconnector.com/GAMES/thinkalike.html,10000000,0,1,7305,46,0,0,0,24,2,0
67160,tools.ietf.org/html/rfc1332,14969,0,1,9133,27,0,0,0,14,2,0
